,id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,Content_ID,reviews.numHelpful,rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc,User_ID,rating_per_user
15838,AVpf5Z1zLJeJML43FpB-,Lysol,"Household Chemicals,Household Cleaners,Disinfectant,Office,Janitorial Supplies,Cleaners & Cleaning Supplies,Health & Household,Household Supplies,Household Cleaning,All-Purpose Cleaners,Crackers,Home & Garden,Household Supplies & Cleaning,Cleaning Products,Health & Beauty,Other Health & Beauty,Health,Health & Personal Care",2015-05-11T12:35:07Z,2018-02-05T11:27:47Z,19200022019,"019200022019,lysolconcentratedeodorizingcleaneroriginalscent/b000p9wr34,0019200022019,lysol/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/231124272235,reckittbenckiser/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/001364928,885804539860,lysolconcentratedeodorizingcleaneroriginalscent/b00ko8gi0o,lysolconcentratedeodorizingcleaneroriginalscent/232092589133",Reckitt Benckiser,19200022019,"Lysol Concentrate Deodorizing Cleaner, Original Scent",2014-03-14T00:00:00.000Z,2017-08-23T20:35:19Z,2017-08-16T12:28:00.000Z,True,True,22192864.0,2.0,5,https://www.walmart.com/reviews/product/17352483?limit=20&sort=relevancy&page=4,service was excellent,good product,,,An anonymous customer,"19,200,022,019,885,800,000,000",805,421
15866,AVpf5Z1zLJeJML43FpB-,Lysol,"Household Chemicals,Household Cleaners,Disinfectant,Office,Janitorial Supplies,Cleaners & Cleaning Supplies,Health & Household,Household Supplies,Household Cleaning,All-Purpose Cleaners,Crackers,Home & Garden,Household Supplies & Cleaning,Cleaning Products,Health & Beauty,Other Health & Beauty,Health,Health & Personal Care",2015-05-11T12:35:07Z,2018-02-05T11:27:47Z,19200022019,"019200022019,lysolconcentratedeodorizingcleaneroriginalscent/b000p9wr34,0019200022019,lysol/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/231124272235,reckittbenckiser/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/001364928,885804539860,lysolconcentratedeodorizingcleaneroriginalscent/b00ko8gi0o,lysolconcentratedeodorizingcleaneroriginalscent/232092589133",Reckitt Benckiser,19200022019,"Lysol Concentrate Deodorizing Cleaner, Original Scent",2015-02-19T00:00:00.000Z,2017-08-23T20:35:20Z,2017-08-16T12:28:00.000Z,False,True,45279627.0,0.0,5,https://www.walmart.com/reviews/product/17352483?limit=20&sort=relevancy&page=9,My mom used this when I was a kid and I have been looking all over trying to find it. Was very happy when a friend suggested that I go on line.,Pleased Customer,,,Patty,"19,200,022,019,885,800,000,000",12640,11
15884,AVpf5Z1zLJeJML43FpB-,Lysol,"Household Chemicals,Household Cleaners,Disinfectant,Office,Janitorial Supplies,Cleaners & Cleaning Supplies,Health & Household,Household Supplies,Household Cleaning,All-Purpose Cleaners,Crackers,Home & Garden,Household Supplies & Cleaning,Cleaning Products,Health & Beauty,Other Health & Beauty,Health,Health & Personal Care",2015-05-11T12:35:07Z,2018-02-05T11:27:47Z,19200022019,"019200022019,lysolconcentratedeodorizingcleaneroriginalscent/b000p9wr34,0019200022019,lysol/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/231124272235,reckittbenckiser/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/001364928,885804539860,lysolconcentratedeodorizingcleaneroriginalscent/b00ko8gi0o,lysolconcentratedeodorizingcleaneroriginalscent/232092589133",Reckitt Benckiser,19200022019,"Lysol Concentrate Deodorizing Cleaner, Original Scent",2016-07-23T00:00:00.000Z,2017-08-23T20:35:20Z,2017-08-16T12:28:00.000Z,True,True,95059713.0,0.0,5,https://www.walmart.com/reviews/product/17352483?limit=20&sort=relevancy&page=5,My mom used this and I have always used it too in my housekeeping and laundry. Great smell!!,Love!!!,,,JoJo,"19,200,022,019,885,800,000,000",7380,5
15889,AVpf5Z1zLJeJML43FpB-,Lysol,"Household Chemicals,Household Cleaners,Disinfectant,Office,Janitorial Supplies,Cleaners & Cleaning Supplies,Health & Household,Household Supplies,Household Cleaning,All-Purpose Cleaners,Crackers,Home & Garden,Household Supplies & Cleaning,Cleaning Products,Health & Beauty,Other Health & Beauty,Health,Health & Personal Care",2015-05-11T12:35:07Z,2018-02-05T11:27:47Z,19200022019,"019200022019,lysolconcentratedeodorizingcleaneroriginalscent/b000p9wr34,0019200022019,lysol/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/231124272235,reckittbenckiser/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/001364928,885804539860,lysolconcentratedeodorizingcleaneroriginalscent/b00ko8gi0o,lysolconcentratedeodorizingcleaneroriginalscent/232092589133",Reckitt Benckiser,19200022019,"Lysol Concentrate Deodorizing Cleaner, Original Scent",2015-06-12T00:00:00.000Z,2017-08-23T20:35:20Z,2017-08-16T12:28:00.000Z,False,True,55060354.0,0.0,5,https://www.walmart.com/reviews/product/17352483?limit=20&sort=relevancy&page=8,"Lysol concentrate is a product my mother used when I was growing up. Today, I use it in my home because it makes my home smell so much more fresher than other leading products Ive used.",Lysol Concentrate,,,Betty,"19,200,022,019,885,800,000,000",1781,5
15900,AVpf5Z1zLJeJML43FpB-,Lysol,"Household Chemicals,Household Cleaners,Disinfectant,Office,Janitorial Supplies,Cleaners & Cleaning Supplies,Health & Household,Household Supplies,Household Cleaning,All-Purpose Cleaners,Crackers,Home & Garden,Household Supplies & Cleaning,Cleaning Products,Health & Beauty,Other Health & Beauty,Health,Health & Personal Care",2015-05-11T12:35:07Z,2018-02-05T11:27:47Z,19200022019,"019200022019,lysolconcentratedeodorizingcleaneroriginalscent/b000p9wr34,0019200022019,lysol/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/231124272235,reckittbenckiser/019200022019,lysolconcentratedeodorizingcleaneroriginalscent/001364928,885804539860,lysolconcentratedeodorizingcleaneroriginalscent/b00ko8gi0o,lysolconcentratedeodorizingcleaneroriginalscent/232092589133",Reckitt Benckiser,19200022019,"Lysol Concentrate Deodorizing Cleaner, Original Scent",2015-02-05T00:00:00.000Z,2017-08-23T20:35:21Z,2017-08-16T12:28:00.000Z,False,True,44440037.0,0.0,5,https://www.walmart.com/reviews/product/17352483?limit=20&sort=relevancy&page=11,Lysol is the only cleaner I use for killing germs around the house auto,Fantasic,,,Beverly,"19,200,022,019,885,800,000,000",1798,5
15934,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-11-20T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,False,36929785.0,,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=4,"No, I can't recommend this product to a friend because it no longer is available. I can't give it a 5 star excellent rating either, because I can no longer purchase the product. I just returned home after searching several stores for my favorite lip gloss. To my dismay I discovered that the shade Cocoa has been discontinued. Why It's the best color for me. I've been using it for years. I also see that there are many more like me that want you to bring back Cocoa. Not even one of the other shades work for me. Please, I hope you are listening.",Please Bring Back Cocoa,,,An anonymous customer,7.9285E+11,805,421
15942,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2013-01-15T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,False,38615463.0,,2,"https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=37,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=36",I love the colors and goes on smooth and even. Unfortunately it doesn't stay on long. Comes on even without eating or drinking. Seems to rub off with speaking.,Short lasting,,,An anonymous customer,7.9285E+11,805,421
15945,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-08-23T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,False,5542131.0,,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=35,I do very much love how this product adds a shimmery look to my lips... it's just that I find it to be too sticky! I don't use it as often as I'd like for this reason. :(,Nice shimmer but...,,,An anonymous customer,7.9285E+11,805,421
15993,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-09-10T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,6127880.0,,4,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=43,"great peppermint smell/taste and I love the subtle shimmer, I just wish that I wasn't applying it every 5 minutes!","love it, wish it lasted longer!",,,An anonymous customer,7.9285E+11,805,421
16022,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-12-10T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,37503796.0,,4,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=35,"I agree with so many reviewers here. This is my favorite every day lip color, but Cocoa was by far the best shade. Please, oh please bring it back ASAP as I'm out!!!",Bring Cocoa Back PLEASE!!!,,,An anonymous customer,7.9285E+11,805,421
16157,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2013-03-06T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,40243170.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=47,Please bring back the COCOA shade!!! Love it! Seems like there are too many shades of red.,Cocoa,,,An anonymous customer,7.9285E+11,805,421
16195,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-09-18T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,34925394.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=43,"I love this product, but the very best color for me is MERLOT and it isn't available anymore. PLEASE BRING BACK MERLOT!",Want MERLOT back!,,,An anonymous customer,7.9285E+11,805,421
16212,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-09-12T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,34765343.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=44,This goes on smooth and tingly...Stays on all during the party and only need a little touch up for the after party...,Watermelon Lip Shimmer - my favorite lip color,,,An anonymous customer,7.9285E+11,805,421
16230,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-11-16T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,36813936.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=39,I agree with everyone else....bring cocoa back! It is the best lip product and color I have ever used! I really miss it...................:),BRING BACK COCOA,,,An anonymous customer,7.9285E+11,805,421
16242,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-08-30T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,5956802.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=41,The first time I purchased the lip shimmer I just thought another lip moisterizer....wow was I wrong! Great color and no perfummy taste,Great Product!,,,Beverly,7.9285E+11,1798,5
16280,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2013-01-12T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,38514719.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=38,I want to add my request to the others to bring back Cocoa lip shimmer and let us know when that happens. It's the only shade I have used for years.,Cocoa,,,Judith,7.9285E+11,7607,5
16315,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-08-14T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,5403808.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=34,This is a wonderful product. I love Fig and Watermelon but would love to try them all. This product moisturizes my lips without that sticky feeling. And I love the light tingle!,Incredible product,,,Kelly,7.9285E+11,8239,5
16330,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-10-15T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,6651408.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=33,"This product does not only feels great, looks great it is also refreshing. I cannot live a day without this product. It is a lipstick minty lipgloss combined. Mmmm, sooo great!",A product I can't live without,,,An anonymous customer,7.9285E+11,805,421
16347,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-11-24T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,36988213.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=35,I love your products! I've been using all your lip products for years and I love the lip shimmers. But why did you get rid of cocoa! It was my fav. PLEASE bring it back!,Please bring back Cocoa,,,An anonymous customer,7.9285E+11,805,421
16358,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2011-03-20T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,19476395.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=31,"I am so excited to finally get my cocoa lip shimmer! I have been searching for months, only able to find displays that had been picked bare. I wish that more retail stores would begin to carry these!",Love These!,,,An anonymous customer,7.9285E+11,805,421
16429,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2009-08-30T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,5960819.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=27,"I have given up using other lipsticks after discovering Burts Bees Lip Shimmer. I like the fact that the don't contain any nasty ingredients, the many colors to pick from are great and they last long, even during eating.",Super Product,,,Marty,7.9285E+11,10406,6
16450,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2010-03-28T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,10289466.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=26,"I bought this product in the Fig shade, and it works perfectly with my coloring I have very pale skin and very dark hair, so I only look good in lipsticks that have red, brown or caramel tones, and the Fig shade looked amazing.",Excellent product!,,,An anonymous customer,7.9285E+11,805,421
16456,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-03-17T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,29706484.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=24,I'm not very happy that Cocoa is longer on the shelves. I know that is a popular color because there were never a lot there wherever I shopped. PLEASE return COCOA to the shelves. It's a really great and versatile color and I am very disappointed.,Lip Shimmer- COCOA,,,An anonymous customer,7.9285E+11,805,421
16460,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2013-04-09T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,41289572.0,,5,"https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=24,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=25","I have used them all but Cocoa is my all-time favorite. I have a tube in my desk, in my purse, in my briefcase...always at hand. The color is PERFECT! And now, I can't find it anywhere. :( BRING IT BACK PLEASE PLEASE PLEASE!! SOON! Thanks!",HELP! BRING BACK COCOA!!!!!!!,,,An anonymous customer,7.9285E+11,805,421
16500,AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",2017-01-16T15:35:18Z,2018-02-05T11:28:13Z,7.9285E+11,"burtsbeeslipshimmerraisin/b00dx1a5lw,792850371996,burtsbeeslipshimmerraisin/b002dmk0hq,burtsbeeslipshimmerraisin/b005p0i5ie,burtsbeeslipshimmerraisin/b00vkdu5ba,burtsbeeslipshimmerraisin/sku6056544,burtsbees/3719930,0792850371996",Burt's Bees,37199-30,"Burt's Bees Lip Shimmer, Raisin",2012-09-10T00:00:00.000Z,2017-09-22T05:00:06Z,2017-09-04T00:56:00.000Z,False,True,34719984.0,,5,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=25,"I have tried in vain to find my favorite Lip Shimmer: Toffee. So... I thought I'd come directly to the source, Burt's Bees, only to NOT find it here, either. Have you discontinued it Please say it ain't so. has it just been renamed",Please bring Toffee Lip Shimmer back!,,,An anonymous customer,7.9285E+11,805,421
